nrpolizza;DENOM_PRODOTTO;Cod. Agenzia;Riscatto;dtdatarif liquidato;Classificazione;Tipo_premio;Antidurata;Anno dec;IBRIDO/altro;Famiglia Prodotto;Antidurata arrotondata;Periodo di osservazione
011034559;POLIZZA RIELLO;;2.199,88;1/11/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
011034631;POLIZZA RIELLO;;754,13;1/5/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
011055421;POLIZZA RIELLO;;1.611,90;1/11/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
011074428;POLIZZA RIELLO;;4.092,61;1/11/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012001617;ALTAQUOTA;;3.025,04;1/3/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012001643;ALTAQUOTA;;12.549,38;1/11/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012003409;ALTAQUOTA;;5.347,73;1/3/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012004309;ALTAQUOTA;;6.928,38;1/2/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012006336;ALTAQUOTA;;5.946,15;1/1/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012007275;ALTAQUOTA;;7.765,25;1/6/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012007589;ALTAQUOTA;;7.877,08;1/8/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012012829;ALTAQUOTA;;5.952,71;1/1/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012014120;ALTAQUOTA;;4.163,74;1/2/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012015242;ALTAQUOTA;;3.812,63;1/2/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012016828;ALTAQUOTA;;17.507,40;1/2/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012016886;ALTAQUOTA;;3.836,01;1/4/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012017450;ALTAQUOTA;;3.060,34;1/11/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012018531;ALTAQUOTA;;6.859,56;1/3/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012019068;ALTAQUOTA;;2.934,40;1/6/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012020968;ALTAQUOTA;;2.999,68;1/11/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012021260;ALTAQUOTA;;8.630,67;1/6/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012024519;ALTAQUOTA;;2.811,75;1/5/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012027105;ALTAQUOTA;;5.576,64;1/3/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012027779;ALTAQUOTA;;5.640,72;1/7/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012027780;ALTAQUOTA;;5.691,79;1/9/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012027849;ALTAQUOTA;;2.837,16;1/9/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012027851;ALTAQUOTA;;2.818,04;1/8/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012028155;ALTAQUOTA;;2.816,57;1/8/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012029436;ALTAQUOTA;;2.800,72;1/4/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012032564;ALTAQUOTA;;3.620,97;1/2/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012032736;ALTAQUOTA;;2.773,90;1/3/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012033172;ALTAQUOTA;;4.994,92;1/6/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012033784;ALTAQUOTA;;2.802,85;1/3/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012033933;ALTAQUOTA;;3.665,27;1/6/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012034839;ALTAQUOTA;;2.943,55;1/12/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012034904;ALTAQUOTA;;14.389,97;1/2/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012035212;ALTAQUOTA;;2.812,99;1/4/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012040811;ALTAQUOTA;;11.324,80;1/3/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012040848;ALTAQUOTA;;5.781,20;1/11/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012041897;ALTAQUOTA;;7.087,92;1/2/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012043419;ALTAQUOTA;;23.149,76;1/1/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012043523;ALTAQUOTA;;5.723,04;1/5/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012044434;ALTAQUOTA;;7.025,20;1/3/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012044507;ALTAQUOTA;;5.667,14;1/5/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012044946;ALTAQUOTA;;3.715,84;1/7/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012048869;ALTAQUOTA;;3.078,51;1/7/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012051445;ALTAQUOTA;;7.606,53;1/3/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012051512;ALTAQUOTA;;3.622,77;1/5/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012052079;ALTAQUOTA;;3.228,19;1/6/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012052382;ALTAQUOTA;;6.005,23;1/3/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012052425;ALTAQUOTA;;3.767,74;1/5/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012052642;ALTAQUOTA;;1.510,46;1/3/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
012052650;ALTAQUOTA;;3.103,34;1/5/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
015003894;ALLEUNIT;;9.118,79;1/8/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
015004647;ALLEUNIT;;17.774,28;1/7/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
015006615;ALLEUNIT;;7.971,81;1/5/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
015007641;ALLEUNIT;;23.194,63;1/2/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
015007955;ALLEUNIT;;18.374,53;1/7/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
015007966;ALLEUNIT;;6.875,39;1/10/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
015008220;ALLEUNIT;;5.593,72;1/4/2024;Uscita definitiva;PU;20;1999;di cui altro;Altro;15-20+;2.024
023977532;Extra di Alleanza;;2,61;1/2/2024;Uscita definitiva;PR;20;1999;di cui Ibridi;Extra;15-20+;2.024
024006010;Extra di Alleanza;;275,01;1/2/2024;Uscita definitiva;PR;20;1999;di cui Ibridi;Extra;15-20+;2.024
024884178;Valore EverGreen;;295,96;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024884206;Valore EverGreen;;35,39;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024884294;Valore EverGreen;;35,72;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024884388;Valore EverGreen;;364,09;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024884425;Valore EverGreen;;35,75;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024884462;Valore EverGreen;;70,95;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024884546;Valore EverGreen;;638,21;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024884580;Valore EverGreen;;183,04;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024884619;Valore EverGreen;;35,67;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024884636;Valore EverGreen;;278,29;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024884733;Valore EverGreen;;72,55;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024884748;Valore EverGreen;;35,73;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024884912;Valore EverGreen;;72,37;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024884970;Valore EverGreen;;119,14;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024884985;Valore EverGreen;;363,78;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024885057;Valore EverGreen;;71,82;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024885301;Valore EverGreen;;1.129,57;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024886146;Valore EverGreen;;105,37;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024886435;Valore EverGreen;;262,26;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024887833;Reinvesto EverGreen;;181,2;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024887877;Valore EverGreen;;35,58;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024888361;Valore EverGreen;;107,76;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024888393;Valore EverGreen;;730,04;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024888619;Valore EverGreen;;122,86;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024889087;Valore EverGreen;;327,5;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024889913;Valore EverGreen;;182,97;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024890864;Valore EverGreen;;2.009,09;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024890968;Valore EverGreen;;224,61;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024890997;Valore EverGreen;;205,48;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024891285;Reinvesto EverGreen;;217,94;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024891764;Valore EverGreen;;84,93;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024892386;Valore EverGreen;;225,35;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024892453;Valore EverGreen;;34,46;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024892564;Valore EverGreen;;163,79;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024892961;Valore EverGreen;;126,08;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024893246;Valore EverGreen;;84,83;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024893664;Valore EverGreen;;135,35;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024893809;Valore EverGreen;;180,18;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024893818;Valore EverGreen;;71,61;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024894102;Valore EverGreen;;257,87;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024894222;Valore EverGreen;;35,73;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024894233;Valore EverGreen;;86,13;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024894432;Reinvesto EverGreen;;59,64;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024894762;Valore EverGreen;;159,37;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024895141;Valore EverGreen;;578,29;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024895325;Valore EverGreen;;145,47;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024896015;Valore EverGreen;;145,9;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024896396;Valore EverGreen;;262,01;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024896477;Valore EverGreen;;70,54;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024897195;Valore EverGreen;;138,12;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024898244;Valore EverGreen;;137,79;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024898630;Valore EverGreen;;287,35;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024898804;Valore EverGreen;;255,18;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024899206;Valore EverGreen;;60,45;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024899237;Valore EverGreen;;71,37;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024899559;Valore EverGreen;;125,84;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024899610;Valore EverGreen;;102,3;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024899716;Reinvesto EverGreen;;70;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024899789;Valore EverGreen;;437,51;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024899969;Valore EverGreen;;377,75;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024900111;Valore EverGreen;;108,12;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024900275;Valore EverGreen;;146,23;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024900378;Valore EverGreen;;170,8;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024900458;Valore EverGreen;;34,44;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024900503;Valore EverGreen;;144,53;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024900509;Valore EverGreen;;421,82;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024900720;Valore EverGreen;;43,38;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024901274;Valore EverGreen;;670,35;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024901377;Valore EverGreen;;33,52;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024901477;Valore EverGreen;;43,05;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024901522;Valore EverGreen;;50,96;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024901631;Valore EverGreen;;43,97;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024901750;Valore EverGreen;;136,55;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024902222;Valore EverGreen;;57,71;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024902335;Valore EverGreen;;66,98;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024902507;Valore EverGreen;;63,7;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024902611;Valore EverGreen;;54,82;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024904086;Reinvesto EverGreen;;73,37;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024904288;Reinvesto EverGreen;;264,32;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024904408;Reinvesto EverGreen;;349,56;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024904496;Valore EverGreen;;104,92;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024904547;Reinvesto EverGreen;;113,55;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024904886;Reinvesto EverGreen;;73,09;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024905279;Valore EverGreen;;140,54;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024905293;Valore EverGreen;;315,69;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024905377;Valore EverGreen;;129,87;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024905414;Valore EverGreen;;71,8;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024905435;Valore EverGreen;;357,3;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024905658;Valore EverGreen;;211,63;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024905766;Valore EverGreen;;72,76;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024906065;Valore EverGreen;;425,28;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024906080;Valore EverGreen;;101,61;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024906379;Reinvesto EverGreen;;74,49;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024906657;Valore EverGreen;;35,52;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024906672;Valore EverGreen;;69,49;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024907443;Valore EverGreen;;160,14;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024907556;Valore EverGreen;;72,89;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024908031;Valore EverGreen;;69,73;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024908245;Reinvesto EverGreen;;167,37;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024908374;Valore EverGreen;;319,71;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024909231;Reinvesto EverGreen;;71,14;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024910599;Valore EverGreen;;177,44;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024910674;Valore EverGreen;;114,78;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024910967;Valore EverGreen;;142,15;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024911835;Valore EverGreen;;121,38;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024912184;Valore EverGreen;;65,2;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024912203;Valore EverGreen;;175,23;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024912505;Valore EverGreen;;662,06;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024912952;Valore EverGreen;;170,65;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024913452;Valore EverGreen;;72,06;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024914205;Valore EverGreen;;41,51;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024915590;Valore EverGreen;;41,95;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024915765;Valore EverGreen;;114,08;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024915934;Valore EverGreen;;48,77;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024915942;Valore EverGreen;;207,01;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024916661;Valore EverGreen;;35,11;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024917278;Valore EverGreen;;231,1;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024917953;Valore EverGreen;;66,4;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024919741;Valore EverGreen;;108,21;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024920066;Valore EverGreen;;103,46;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024920490;Valore EverGreen;;219,41;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024921121;Valore EverGreen;;71,91;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024921327;Valore EverGreen;;71,91;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024921996;Valore EverGreen;;363,62;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024922124;Valore EverGreen;;93,58;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024922165;Valore EverGreen;;278,43;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024922453;Valore EverGreen;;83,07;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024922480;Reinvesto EverGreen;;104,57;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024922666;Valore EverGreen;;82,85;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024922687;Valore EverGreen;;86,43;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024923043;Valore EverGreen;;479,37;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024923053;Reinvesto EverGreen;;76,92;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024923329;Valore EverGreen;;71,57;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024923351;Valore EverGreen;;407,29;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024923467;Valore EverGreen;;119,29;1/12/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024923743;Valore EverGreen;;135,49;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024924027;Valore EverGreen;;69,56;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024924317;Valore EverGreen;;105,07;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024924340;Reinvesto EverGreen;;36,8;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024924488;Reinvesto EverGreen;;73,2;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Reinvesto EverGreen;ott-15;2.024
024924863;Valore EverGreen;;146,66;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
024924905;Valore EverGreen;;363,48;1/11/2024;Uscita definitiva;PU;10;2014;di cui Ibridi;Valore EverGreen;ott-15;2.024
